Date Time,Day,Hour,Minutes,Seconds,Wind speed
2019-04-10 23:00:00,99,23,0,0,1.9
2019-04-11 00:00:00,100,0,0,0,1.3
2019-04-11 01:00:00,100,1,0,0,0.9
2019-04-11 02:00:00,100,2,0,0,0.9
2019-04-11 03:00:00,100,3,0,0,1.3
2019-04-11 04:00:00,100,4,0,0,0.6
2019-04-11 05:00:00,100,5,0,0,1.0
2019-04-11 06:00:00,100,6,0,0,1.5
2019-04-11 07:00:00,100,7,0,0,1.7
2019-04-11 08:00:00,100,8,0,0,1.6
2019-04-11 09:00:00,100,9,0,0,0.7
2019-04-11 10:00:00,100,10,0,0,1.1
2019-04-11 11:00:00,100,11,0,0,0.9
2019-04-11 12:00:00,100,12,0,0,1.1
2019-04-11 13:00:00,100,13,0,0,1.2
2019-04-11 14:00:00,100,14,0,0,1.9
2019-04-11 15:00:00,100,15,0,0,2.0
2019-04-11 16:00:00,100,16,0,0,1.6
2019-04-11 17:00:00,100,17,0,0,1.3
2019-04-11 18:00:00,100,18,0,0,0.6
2019-04-11 19:00:00,100,19,0,0,1.1
2019-04-11 20:00:00,100,20,0,0,0.8
2019-04-11 21:00:00,100,21,0,0,0.8
2019-04-11 22:00:00,100,22,0,0,0.5
2019-04-11 23:00:00,100,23,0,0,0.5
2019-04-12 00:00:00,101,0,0,0,0.9
2019-04-12 01:00:00,101,1,0,0,0.6
2019-04-12 02:00:00,101,2,0,0,0.7
2019-04-12 03:00:00,101,3,0,0,0.9
2019-04-12 04:00:00,101,4,0,0,0.7
2019-04-12 05:00:00,101,5,0,0,0.9
2019-04-12 06:00:00,101,6,0,0,1.0
2019-04-12 07:00:00,101,7,0,0,1.4
2019-04-12 08:00:00,101,8,0,0,0.6
2019-04-12 09:00:00,101,9,0,0,0.6
2019-04-12 10:00:00,101,10,0,0,0.4
2019-04-12 11:00:00,101,11,0,0,0.5
2019-04-12 12:00:00,101,12,0,0,0.5
2019-04-12 13:00:00,101,13,0,0,1.0
2019-04-12 14:00:00,101,14,0,0,2.6
2019-04-12 15:00:00,101,15,0,0,2.0
2019-04-12 16:00:00,101,16,0,0,2.1
2019-04-12 17:00:00,101,17,0,0,1.4
2019-04-12 18:00:00,101,18,0,0,1.2
2019-04-12 19:00:00,101,19,0,0,1.0
2019-04-12 20:00:00,101,20,0,0,2.1
2019-04-12 21:00:00,101,21,0,0,1.9
2019-04-12 22:00:00,101,22,0,0,0.8
2019-04-12 23:00:00,101,23,0,0,0.7
2019-04-13 00:00:00,102,0,0,0,1.0
2019-04-13 01:00:00,102,1,0,0,0.6
2019-04-13 02:00:00,102,2,0,0,1.1
2019-04-13 03:00:00,102,3,0,0,0.7
2019-04-13 04:00:00,102,4,0,0,0.2
2019-04-13 05:00:00,102,5,0,0,0.2
2019-04-13 06:00:00,102,6,0,0,0.5
2019-04-13 07:00:00,102,7,0,0,1.1
2019-04-13 08:00:00,102,8,0,0,0.9
2019-04-13 09:00:00,102,9,0,0,0.6
2019-04-13 10:00:00,102,10,0,0,0.7
2019-04-13 11:00:00,102,11,0,0,0.5
2019-04-13 12:00:00,102,12,0,0,0.9
2019-04-13 13:00:00,102,13,0,0,1.8
2019-04-13 14:00:00,102,14,0,0,1.2
2019-04-13 15:00:00,102,15,0,0,1.9
2019-04-13 16:00:00,102,16,0,0,2.2
2019-04-13 17:00:00,102,17,0,0,1.2
2019-04-13 18:00:00,102,18,0,0,1.2
2019-04-13 19:00:00,102,19,0,0,1.8
2019-04-13 20:00:00,102,20,0,0,0.6
2019-04-13 21:00:00,102,21,0,0,1.2
2019-04-13 22:00:00,102,22,0,0,1.0
2019-04-13 23:00:00,102,23,0,0,0.5
2019-04-14 00:00:00,103,0,0,0,0.8
2019-04-14 01:00:00,103,1,0,0,0.3
2019-04-14 02:00:00,103,2,0,0,0.3
2019-04-14 03:00:00,103,3,0,0,0.4
2019-04-14 04:00:00,103,4,0,0,0.8
2019-04-14 05:00:00,103,5,0,0,0.6
2019-04-14 06:00:00,103,6,0,0,0.8
2019-04-14 07:00:00,103,7,0,0,1.1
2019-04-14 08:00:00,103,8,0,0,0.5
2019-04-14 09:00:00,103,9,0,0,0.3
2019-04-14 10:00:00,103,10,0,0,0.3
2019-04-14 11:00:00,103,11,0,0,1.1
2019-04-14 12:00:00,103,12,0,0,0.9
2019-04-14 13:00:00,103,13,0,0,2.8
2019-04-14 14:00:00,103,14,0,0,0.8
2019-04-14 15:00:00,103,15,0,0,2.8
2019-04-14 16:00:00,103,16,0,0,1.5
2019-04-14 17:00:00,103,17,0,0,1.2
2019-04-14 18:00:00,103,18,0,0,0.8
2019-04-14 19:00:00,103,19,0,0,0.7
2019-04-14 20:00:00,103,20,0,0,0.6
2019-04-14 21:00:00,103,21,0,0,0.9
2019-04-14 22:00:00,103,22,0,0,0.2
2019-04-14 23:00:00,103,23,0,0,0.7
2019-04-15 00:00:00,104,0,0,0,0.5
2019-04-15 01:00:00,104,1,0,0,0.9
2019-04-15 02:00:00,104,2,0,0,0.6
2019-04-15 03:00:00,104,3,0,0,0.4
2019-04-15 04:00:00,104,4,0,0,0.6
2019-04-15 05:00:00,104,5,0,0,0.9
2019-04-15 06:00:00,104,6,0,0,0.6
2019-04-15 07:00:00,104,7,0,0,0.6
2019-04-15 08:00:00,104,8,0,0,0.7
2019-04-15 09:00:00,104,9,0,0,0.9
2019-04-15 10:00:00,104,10,0,0,1.2
2019-04-15 11:00:00,104,11,0,0,0.7
2019-04-15 12:00:00,104,12,0,0,1.9
2019-04-15 13:00:00,104,13,0,0,2.1
2019-04-15 14:00:00,104,14,0,0,1.3
2019-04-15 15:00:00,104,15,0,0,2.1
2019-04-15 16:00:00,104,16,0,0,1.8
2019-04-15 17:00:00,104,17,0,0,1.9
2019-04-15 18:00:00,104,18,0,0,1.0
2019-04-15 19:00:00,104,19,0,0,1.2
2019-04-15 20:00:00,104,20,0,0,2.4
2019-04-15 21:00:00,104,21,0,0,1.4
2019-04-15 22:00:00,104,22,0,0,1.6
2019-04-15 23:00:00,104,23,0,0,0.4
2019-04-16 00:00:00,105,0,0,0,1.0
2019-04-16 01:00:00,105,1,0,0,0.8
2019-04-16 02:00:00,105,2,0,0,0.5
2019-04-16 03:00:00,105,3,0,0,0.6
2019-04-16 04:00:00,105,4,0,0,0.7
2019-04-16 05:00:00,105,5,0,0,0.3
2019-04-16 06:00:00,105,6,0,0,0.6
2019-04-16 07:00:00,105,7,0,0,0.5
2019-04-16 08:00:00,105,8,0,0,1.0
2019-04-16 09:00:00,105,9,0,0,0.5
2019-04-16 10:00:00,105,10,0,0,0.6
2019-04-16 11:00:00,105,11,0,0,1.1
2019-04-16 12:00:00,105,12,0,0,0.7
2019-04-16 13:00:00,105,13,0,0,1.0
2019-04-16 14:00:00,105,14,0,0,1.0
2019-04-16 15:00:00,105,15,0,0,1.2
2019-04-16 16:00:00,105,16,0,0,2.3
2019-04-16 17:00:00,105,17,0,0,2.0
2019-04-16 18:00:00,105,18,0,0,2.3
2019-04-16 19:00:00,105,19,0,0,1.5
2019-04-16 20:00:00,105,20,0,0,1.7
2019-04-16 21:00:00,105,21,0,0,1.0
2019-04-16 22:00:00,105,22,0,0,0.6
2019-04-16 23:00:00,105,23,0,0,1.0
2019-04-17 00:00:00,106,0,0,0,1.5
2019-04-17 01:00:00,106,1,0,0,0.8
2019-04-17 02:00:00,106,2,0,0,0.5
2019-04-17 03:00:00,106,3,0,0,0.8
2019-04-17 04:00:00,106,4,0,0,0.6
2019-04-17 05:00:00,106,5,0,0,2.2
2019-04-17 06:00:00,106,6,0,0,1.0
2019-04-17 07:00:00,106,7,0,0,1.6
2019-04-17 08:00:00,106,8,0,0,1.8
2019-04-17 09:00:00,106,9,0,0,0.8
2019-04-17 10:00:00,106,10,0,0,0.7
2019-04-17 11:00:00,106,11,0,0,0.6
2019-04-17 12:00:00,106,12,0,0,1.3
2019-04-17 13:00:00,106,13,0,0,0.9
2019-04-17 14:00:00,106,14,0,0,1.0
2019-04-17 15:00:00,106,15,0,0,0.5
2019-04-17 16:00:00,106,16,0,0,1.2
2019-04-17 17:00:00,106,17,0,0,1.4
2019-04-17 18:00:00,106,18,0,0,0.6
2019-04-17 19:00:00,106,19,0,0,1.9
2019-04-17 20:00:00,106,20,0,0,1.0
2019-04-17 21:00:00,106,21,0,0,1.0
2019-04-17 22:00:00,106,22,0,0,0.6
2019-04-17 23:00:00,106,23,0,0,0.4
2019-04-18 00:00:00,107,0,0,0,0.5
2019-04-18 01:00:00,107,1,0,0,0.5
2019-04-18 02:00:00,107,2,0,0,1.0
2019-04-18 03:00:00,107,3,0,0,0.8
2019-04-18 04:00:00,107,4,0,0,1.3
2019-04-18 05:00:00,107,5,0,0,1.2
2019-04-18 06:00:00,107,6,0,0,1.0
2019-04-18 07:00:00,107,7,0,0,1.0
2019-04-18 08:00:00,107,8,0,0,0.6
2019-04-18 09:00:00,107,9,0,0,1.0
2019-04-18 10:00:00,107,10,0,0,0.7
2019-04-18 11:00:00,107,11,0,0,0.7
2019-04-18 12:00:00,107,12,0,0,1.1
2019-04-18 13:00:00,107,13,0,0,2.3
2019-04-18 14:00:00,107,14,0,0,2.5
2019-04-18 15:00:00,107,15,0,0,2.4
2019-04-18 16:00:00,107,16,0,0,3.3
2019-04-18 17:00:00,107,17,0,0,2.7
2019-04-18 18:00:00,107,18,0,0,2.8
2019-04-18 19:00:00,107,19,0,0,2.5
2019-04-18 20:00:00,107,20,0,0,1.8
2019-04-18 21:00:00,107,21,0,0,1.0
2019-04-18 22:00:00,107,22,0,0,0.6
2019-04-18 23:00:00,107,23,0,0,0.6
2019-04-19 00:00:00,108,0,0,0,0.8
2019-04-19 01:00:00,108,1,0,0,0.8
2019-04-19 02:00:00,108,2,0,0,0.8
2019-04-19 03:00:00,108,3,0,0,0.6
2019-04-19 04:00:00,108,4,0,0,0.6
2019-04-19 05:00:00,108,5,0,0,0.9
2019-04-19 06:00:00,108,6,0,0,0.8
2019-04-19 07:00:00,108,7,0,0,0.7
2019-04-19 08:00:00,108,8,0,0,1.0
2019-04-19 09:00:00,108,9,0,0,0.9
2019-04-19 10:00:00,108,10,0,0,0.7
2019-04-19 11:00:00,108,11,0,0,0.9
2019-04-19 12:00:00,108,12,0,0,0.9
2019-04-19 13:00:00,108,13,0,0,0.4
2019-04-19 14:00:00,108,14,0,0,1.6
2019-04-19 15:00:00,108,15,0,0,2.6
2019-04-19 16:00:00,108,16,0,0,1.9
2019-04-19 17:00:00,108,17,0,0,2.3
2019-04-19 18:00:00,108,18,0,0,2.6
2019-04-19 19:00:00,108,19,0,0,2.0
2019-04-19 20:00:00,108,20,0,0,1.4
2019-04-19 21:00:00,108,21,0,0,1.6
2019-04-19 22:00:00,108,22,0,0,1.2
2019-04-19 23:00:00,108,23,0,0,1.1
2019-04-20 00:00:00,109,0,0,0,0.6
2019-04-20 01:00:00,109,1,0,0,1.4
2019-04-20 02:00:00,109,2,0,0,1.8
2019-04-20 03:00:00,109,3,0,0,0.7
2019-04-20 04:00:00,109,4,0,0,0.6
2019-04-20 05:00:00,109,5,0,0,0.5
2019-04-20 06:00:00,109,6,0,0,0.6
2019-04-20 07:00:00,109,7,0,0,0.8
2019-04-20 08:00:00,109,8,0,0,1.1
2019-04-20 09:00:00,109,9,0,0,0.9
2019-04-20 10:00:00,109,10,0,0,0.9
2019-04-20 11:00:00,109,11,0,0,0.8
2019-04-20 12:00:00,109,12,0,0,0.8
2019-04-20 13:00:00,109,13,0,0,0.2
2019-04-20 14:00:00,109,14,0,0,1.6
2019-04-20 15:00:00,109,15,0,0,1.2
2019-04-20 16:00:00,109,16,0,0,1.9
2019-04-20 17:00:00,109,17,0,0,2.2
2019-04-20 18:00:00,109,18,0,0,2.4
2019-04-20 19:00:00,109,19,0,0,2.4
2019-04-20 20:00:00,109,20,0,0,1.2
2019-04-20 21:00:00,109,21,0,0,1.2
2019-04-20 22:00:00,109,22,0,0,0.7
2019-04-20 23:00:00,109,23,0,0,0.6
2019-04-21 00:00:00,110,0,0,0,0.3
2019-04-21 01:00:00,110,1,0,0,0.5
2019-04-21 02:00:00,110,2,0,0,0.4
2019-04-21 03:00:00,110,3,0,0,0.4
2019-04-21 04:00:00,110,4,0,0,0.6
2019-04-21 05:00:00,110,5,0,0,1.0
2019-04-21 06:00:00,110,6,0,0,0.5
2019-04-21 07:00:00,110,7,0,0,0.5
2019-04-21 08:00:00,110,8,0,0,0.9
2019-04-21 09:00:00,110,9,0,0,1.8
2019-04-21 10:00:00,110,10,0,0,0.9
2019-04-21 11:00:00,110,11,0,0,2.3
2019-04-21 12:00:00,110,12,0,0,1.4
2019-04-21 13:00:00,110,13,0,0,1.9
2019-04-21 14:00:00,110,14,0,0,1.7
2019-04-21 15:00:00,110,15,0,0,1.6
2019-04-21 16:00:00,110,16,0,0,2.6
2019-04-21 17:00:00,110,17,0,0,3.6
2019-04-21 18:00:00,110,18,0,0,2.2
2019-04-21 19:00:00,110,19,0,0,1.8
2019-04-21 20:00:00,110,20,0,0,0.9
2019-04-21 21:00:00,110,21,0,0,1.0
2019-04-21 22:00:00,110,22,0,0,0.7
2019-04-21 23:00:00,110,23,0,0,0.6
2019-04-22 00:00:00,111,0,0,0,0.7
2019-04-22 01:00:00,111,1,0,0,0.3
2019-04-22 02:00:00,111,2,0,0,0.6
2019-04-22 03:00:00,111,3,0,0,1.4
2019-04-22 04:00:00,111,4,0,0,0.4
2019-04-22 05:00:00,111,5,0,0,0.3
2019-04-22 06:00:00,111,6,0,0,0.4
2019-04-22 07:00:00,111,7,0,0,1.0
2019-04-22 08:00:00,111,8,0,0,0.4
2019-04-22 09:00:00,111,9,0,0,1.1
2019-04-22 10:00:00,111,10,0,0,1.4
2019-04-22 11:00:00,111,11,0,0,0.9
2019-04-22 12:00:00,111,12,0,0,0.3
2019-04-22 13:00:00,111,13,0,0,2.0
2019-04-22 14:00:00,111,14,0,0,1.5
2019-04-22 15:00:00,111,15,0,0,2.2
2019-04-22 16:00:00,111,16,0,0,2.4
2019-04-22 17:00:00,111,17,0,0,2.0
2019-04-22 18:00:00,111,18,0,0,1.8
2019-04-22 19:00:00,111,19,0,0,2.0
2019-04-22 20:00:00,111,20,0,0,1.8
2019-04-22 21:00:00,111,21,0,0,1.6
2019-04-22 22:00:00,111,22,0,0,1.8
2019-04-22 23:00:00,111,23,0,0,1.4
2019-04-23 00:00:00,112,0,0,0,1.0
2019-04-23 01:00:00,112,1,0,0,0.9
2019-04-23 02:00:00,112,2,0,0,0.9
2019-04-23 03:00:00,112,3,0,0,0.9
2019-04-23 04:00:00,112,4,0,0,0.8
2019-04-23 05:00:00,112,5,0,0,0.7
2019-04-23 06:00:00,112,6,0,0,1.2
2019-04-23 07:00:00,112,7,0,0,0.7
2019-04-23 08:00:00,112,8,0,0,1.0
2019-04-23 09:00:00,112,9,0,0,0.8
2019-04-23 10:00:00,112,10,0,0,0.8
2019-04-23 11:00:00,112,11,0,0,0.9
2019-04-23 12:00:00,112,12,0,0,1.6
2019-04-23 13:00:00,112,13,0,0,1.5
2019-04-23 14:00:00,112,14,0,0,1.9
2019-04-23 15:00:00,112,15,0,0,2.1
2019-04-23 16:00:00,112,16,0,0,1.4
2019-04-23 17:00:00,112,17,0,0,1.7
2019-04-23 18:00:00,112,18,0,0,1.4
2019-04-23 19:00:00,112,19,0,0,1.0
2019-04-23 20:00:00,112,20,0,0,1.4
2019-04-23 21:00:00,112,21,0,0,1.8
2019-04-23 22:00:00,112,22,0,0,1.2
2019-04-23 23:00:00,112,23,0,0,0.5
2019-04-24 00:00:00,113,0,0,0,1.3
2019-04-24 01:00:00,113,1,0,0,0.9
2019-04-24 02:00:00,113,2,0,0,0.5
2019-04-24 03:00:00,113,3,0,0,1.0
2019-04-24 04:00:00,113,4,0,0,1.6
2019-04-24 05:00:00,113,5,0,0,0.9
2019-04-24 06:00:00,113,6,0,0,0.4
2019-04-24 07:00:00,113,7,0,0,1.6
2019-04-24 08:00:00,113,8,0,0,1.5
2019-04-24 09:00:00,113,9,0,0,0.7
2019-04-24 10:00:00,113,10,0,0,0.4
2019-04-24 11:00:00,113,11,0,0,0.6
2019-04-24 12:00:00,113,12,0,0,1.1
2019-04-24 13:00:00,113,13,0,0,1.7
2019-04-24 14:00:00,113,14,0,0,2.2
2019-04-24 15:00:00,113,15,0,0,1.9
2019-04-24 16:00:00,113,16,0,0,1.7
2019-04-24 17:00:00,113,17,0,0,1.6
2019-04-24 18:00:00,113,18,0,0,2.1
2019-04-24 19:00:00,113,19,0,0,1.5
2019-04-24 20:00:00,113,20,0,0,1.9
2019-04-24 21:00:00,113,21,0,0,1.0
2019-04-24 22:00:00,113,22,0,0,0.8
2019-04-24 23:00:00,113,23,0,0,0.7
2019-04-25 00:00:00,114,0,0,0,0.4
2019-04-25 01:00:00,114,1,0,0,0.8
2019-04-25 02:00:00,114,2,0,0,0.4
2019-04-25 03:00:00,114,3,0,0,0.6
2019-04-25 04:00:00,114,4,0,0,0.6
2019-04-25 05:00:00,114,5,0,0,1.2
2019-04-25 06:00:00,114,6,0,0,0.8
2019-04-25 07:00:00,114,7,0,0,0.4
2019-04-25 08:00:00,114,8,0,0,0.5
2019-04-25 09:00:00,114,9,0,0,0.8
2019-04-25 10:00:00,114,10,0,0,0.5
2019-04-25 11:00:00,114,11,0,0,1.0
2019-04-25 12:00:00,114,12,0,0,1.1
2019-04-25 13:00:00,114,13,0,0,0.4
2019-04-25 14:00:00,114,14,0,0,1.5
2019-04-25 15:00:00,114,15,0,0,2.1
2019-04-25 16:00:00,114,16,0,0,2.7
2019-04-25 17:00:00,114,17,0,0,2.8
2019-04-25 18:00:00,114,18,0,0,1.5
2019-04-25 19:00:00,114,19,0,0,1.0
2019-04-25 20:00:00,114,20,0,0,0.7
2019-04-25 21:00:00,114,21,0,0,1.1
2019-04-25 22:00:00,114,22,0,0,0.4
2019-04-25 23:00:00,114,23,0,0,1.1
2019-04-26 00:00:00,115,0,0,0,1.2
2019-04-26 01:00:00,115,1,0,0,0.4
2019-04-26 02:00:00,115,2,0,0,0.7
2019-04-26 03:00:00,115,3,0,0,0.9
2019-04-26 04:00:00,115,4,0,0,0.7
2019-04-26 05:00:00,115,5,0,0,1.0
2019-04-26 06:00:00,115,6,0,0,0.5
2019-04-26 07:00:00,115,7,0,0,0.7
2019-04-26 08:00:00,115,8,0,0,0.7
2019-04-26 09:00:00,115,9,0,0,0.8
2019-04-26 10:00:00,115,10,0,0,0.8
2019-04-26 11:00:00,115,11,0,0,0.6
2019-04-26 12:00:00,115,12,0,0,0.6
2019-04-26 13:00:00,115,13,0,0,1.1
2019-04-26 14:00:00,115,14,0,0,2.4
2019-04-26 15:00:00,115,15,0,0,1.5
2019-04-26 16:00:00,115,16,0,0,2.3
2019-04-26 17:00:00,115,17,0,0,1.6
2019-04-26 18:00:00,115,18,0,0,0.7
2019-04-26 19:00:00,115,19,0,0,0.8
2019-04-26 20:00:00,115,20,0,0,0.6
2019-04-26 21:00:00,115,21,0,0,0.8
2019-04-26 22:00:00,115,22,0,0,0.5
2019-04-26 23:00:00,115,23,0,0,1.6
2019-04-27 00:00:00,116,0,0,0,0.4
2019-04-27 01:00:00,116,1,0,0,0.5
2019-04-27 02:00:00,116,2,0,0,0.7
2019-04-27 03:00:00,116,3,0,0,0.4
2019-04-27 04:00:00,116,4,0,0,1.1
2019-04-27 05:00:00,116,5,0,0,0.7
2019-04-27 06:00:00,116,6,0,0,0.5
2019-04-27 07:00:00,116,7,0,0,0.8
2019-04-27 08:00:00,116,8,0,0,0.9
2019-04-27 09:00:00,116,9,0,0,0.7
2019-04-27 10:00:00,116,10,0,0,1.0
2019-04-27 11:00:00,116,11,0,0,0.9
2019-04-27 12:00:00,116,12,0,0,0.6
2019-04-27 13:00:00,116,13,0,0,1.9
2019-04-27 14:00:00,116,14,0,0,2.2
2019-04-27 15:00:00,116,15,0,0,2.0
2019-04-27 16:00:00,116,16,0,0,1.9
2019-04-27 17:00:00,116,17,0,0,1.9
2019-04-27 18:00:00,116,18,0,0,2.0
2019-04-27 19:00:00,116,19,0,0,1.6
2019-04-27 20:00:00,116,20,0,0,2.0
2019-04-27 21:00:00,116,21,0,0,1.4
2019-04-27 22:00:00,116,22,0,0,0.8
2019-04-27 23:00:00,116,23,0,0,1.3
2019-04-28 00:00:00,117,0,0,0,1.0
2019-04-28 01:00:00,117,1,0,0,0.4
2019-04-28 02:00:00,117,2,0,0,1.0
2019-04-28 03:00:00,117,3,0,0,0.8
2019-04-28 04:00:00,117,4,0,0,0.9
2019-04-28 05:00:00,117,5,0,0,0.8
2019-04-28 06:00:00,117,6,0,0,0.9
2019-04-28 07:00:00,117,7,0,0,1.0
2019-04-28 08:00:00,117,8,0,0,0.9
2019-04-28 09:00:00,117,9,0,0,1.9
2019-04-28 10:00:00,117,10,0,0,1.4
2019-04-28 11:00:00,117,11,0,0,1.9
2019-04-28 12:00:00,117,12,0,0,1.2
2019-04-28 13:00:00,117,13,0,0,1.6
2019-04-28 14:00:00,117,14,0,0,2.2
2019-04-28 15:00:00,117,15,0,0,2.1
2019-04-28 16:00:00,117,16,0,0,3.6
2019-04-28 17:00:00,117,17,0,0,2.8
2019-04-28 18:00:00,117,18,0,0,1.5
2019-04-28 19:00:00,117,19,0,0,1.1
2019-04-28 20:00:00,117,20,0,0,7.5
2019-04-28 21:00:00,117,21,0,0,5.4
2019-04-28 22:00:00,117,22,0,0,1.3
2019-04-28 23:00:00,117,23,0,0,1.1
2019-04-29 00:00:00,118,0,0,0,1.4
2019-04-29 01:00:00,118,1,0,0,1.4
2019-04-29 02:00:00,118,2,0,0,0.8
2019-04-29 03:00:00,118,3,0,0,1.4
2019-04-29 04:00:00,118,4,0,0,1.3
2019-04-29 05:00:00,118,5,0,0,1.2
2019-04-29 06:00:00,118,6,0,0,0.9
2019-04-29 07:00:00,118,7,0,0,0.8
2019-04-29 08:00:00,118,8,0,0,0.9
2019-04-29 09:00:00,118,9,0,0,1.4
2019-04-29 10:00:00,118,10,0,0,0.9
2019-04-29 11:00:00,118,11,0,0,1.0
2019-04-29 12:00:00,118,12,0,0,0.8
2019-04-29 13:00:00,118,13,0,0,1.2
2019-04-29 14:00:00,118,14,0,0,2.0
2019-04-29 15:00:00,118,15,0,0,2.5
2019-04-29 16:00:00,118,16,0,0,2.1
2019-04-29 17:00:00,118,17,0,0,1.8
2019-04-29 18:00:00,118,18,0,0,0.8
2019-04-29 19:00:00,118,19,0,0,0.9
2019-04-29 20:00:00,118,20,0,0,1.1
2019-04-29 21:00:00,118,21,0,0,1.6
2019-04-29 22:00:00,118,22,0,0,1.0
2019-04-29 23:00:00,118,23,0,0,0.9
2019-04-30 00:00:00,119,0,0,0,1.2
2019-04-30 01:00:00,119,1,0,0,1.0
2019-04-30 02:00:00,119,2,0,0,1.2
2019-04-30 03:00:00,119,3,0,0,0.9
2019-04-30 04:00:00,119,4,0,0,1.1
2019-04-30 05:00:00,119,5,0,0,1.1
2019-04-30 06:00:00,119,6,0,0,1.0
2019-04-30 07:00:00,119,7,0,0,0.7
2019-04-30 08:00:00,119,8,0,0,1.1
2019-04-30 09:00:00,119,9,0,0,0.7
2019-04-30 10:00:00,119,10,0,0,0.7
2019-04-30 11:00:00,119,11,0,0,0.8
2019-04-30 12:00:00,119,12,0,0,1.3
2019-04-30 13:00:00,119,13,0,0,1.9
2019-04-30 14:00:00,119,14,0,0,1.1
2019-04-30 15:00:00,119,15,0,0,2.1
2019-04-30 16:00:00,119,16,0,0,3.3
2019-04-30 17:00:00,119,17,0,0,2.3
2019-04-30 18:00:00,119,18,0,0,1.4
2019-04-30 19:00:00,119,19,0,0,1.4
2019-04-30 20:00:00,119,20,0,0,1.4
2019-04-30 21:00:00,119,21,0,0,1.9
2019-04-30 22:00:00,119,22,0,0,1.1
2019-04-30 23:00:00,119,23,0,0,0.7
2019-05-01 00:00:00,120,0,0,0,1.3
2019-05-01 01:00:00,120,1,0,0,0.9
2019-05-01 02:00:00,120,2,0,0,1.3
2019-05-01 03:00:00,120,3,0,0,1.1
2019-05-01 04:00:00,120,4,0,0,1.5
2019-05-01 05:00:00,120,5,0,0,1.0
2019-05-01 06:00:00,120,6,0,0,0.9
2019-05-01 07:00:00,120,7,0,0,0.8
2019-05-01 08:00:00,120,8,0,0,0.6
2019-05-01 09:00:00,120,9,0,0,1.2
2019-05-01 10:00:00,120,10,0,0,1.4
2019-05-01 11:00:00,120,11,0,0,1.2
2019-05-01 12:00:00,120,12,0,0,1.4
2019-05-01 13:00:00,120,13,0,0,1.8
2019-05-01 14:00:00,120,14,0,0,1.7
2019-05-01 15:00:00,120,15,0,0,0.7
2019-05-01 16:00:00,120,16,0,0,1.9
2019-05-01 17:00:00,120,17,0,0,2.1
2019-05-01 18:00:00,120,18,0,0,2.0
2019-05-01 19:00:00,120,19,0,0,1.8
2019-05-01 20:00:00,120,20,0,0,1.0
2019-05-01 21:00:00,120,21,0,0,1.0
2019-05-01 22:00:00,120,22,0,0,0.4
2019-05-01 23:00:00,120,23,0,0,0.8
2019-05-02 00:00:00,121,0,0,0,0.5
2019-05-02 01:00:00,121,1,0,0,0.5
2019-05-02 02:00:00,121,2,0,0,0.9
2019-05-02 03:00:00,121,3,0,0,0.2
2019-05-02 04:00:00,121,4,0,0,0.5
2019-05-02 05:00:00,121,5,0,0,0.6
2019-05-02 06:00:00,121,6,0,0,0.5
2019-05-02 07:00:00,121,7,0,0,0.9
2019-05-02 08:00:00,121,8,0,0,0.9
2019-05-02 09:00:00,121,9,0,0,1.0
2019-05-02 10:00:00,121,10,0,0,0.6
2019-05-02 11:00:00,121,11,0,0,0.9
2019-05-02 12:00:00,121,12,0,0,0.8
2019-05-02 13:00:00,121,13,0,0,0.7
2019-05-02 14:00:00,121,14,0,0,1.4
2019-05-02 15:00:00,121,15,0,0,2.2
2019-05-02 16:00:00,121,16,0,0,1.9
2019-05-02 17:00:00,121,17,0,0,1.8
2019-05-02 18:00:00,121,18,0,0,1.8
2019-05-02 19:00:00,121,19,0,0,1.8
2019-05-02 20:00:00,121,20,0,0,1.8
2019-05-02 21:00:00,121,21,0,0,1.0
2019-05-02 22:00:00,121,22,0,0,1.0
2019-05-02 23:00:00,121,23,0,0,0.9
2019-05-03 00:00:00,122,0,0,0,0.3
2019-05-03 01:00:00,122,1,0,0,0.5
2019-05-03 02:00:00,122,2,0,0,0.6
2019-05-03 03:00:00,122,3,0,0,0.8
2019-05-03 04:00:00,122,4,0,0,0.7
2019-05-03 05:00:00,122,5,0,0,0.7
2019-05-03 06:00:00,122,6,0,0,0.4
2019-05-03 07:00:00,122,7,0,0,0.3
2019-05-03 08:00:00,122,8,0,0,0.6
2019-05-03 09:00:00,122,9,0,0,1.3
2019-05-03 10:00:00,122,10,0,0,1.5
2019-05-03 11:00:00,122,11,0,0,1.2
2019-05-03 12:00:00,122,12,0,0,1.3
2019-05-03 13:00:00,122,13,0,0,1.3
2019-05-03 14:00:00,122,14,0,0,1.5
2019-05-03 15:00:00,122,15,0,0,1.8
2019-05-03 16:00:00,122,16,0,0,1.5
2019-05-03 17:00:00,122,17,0,0,2.2
2019-05-03 18:00:00,122,18,0,0,2.4
2019-05-03 19:00:00,122,19,0,0,1.5
2019-05-03 20:00:00,122,20,0,0,1.6
2019-05-03 21:00:00,122,21,0,0,0.9
2019-05-03 22:00:00,122,22,0,0,0.8
2019-05-03 23:00:00,122,23,0,0,0.5
2019-05-04 00:00:00,123,0,0,0,0.3
2019-05-04 01:00:00,123,1,0,0,0.6
2019-05-04 02:00:00,123,2,0,0,0.7
2019-05-04 03:00:00,123,3,0,0,0.5
2019-05-04 04:00:00,123,4,0,0,0.6
