29160  85.15997  26.94999  45.30005
29520  86.4367  27.25998  461.7
29880  87.31794  27.79001  135.3999
30240  92.16814  27.48001  -34.6001
30600  90.68977  27.44999  61
30960  85.91279  26.93  663.2
31320  87.08702  26.82999  175.4001
31680  88.8499  26.50998  -46.80005
32040  87.1105  26.25998  114.0999
32400  89.93456  26.12  852.5
32760  88.58241  26.69999  179.1001
33120  86.03082  26.67002  -67.80005
33480  81.79654  27.01999  90.7002
33840  88.03151  26.31998  776.4001
34200  84.82464  26.57999  145.7
34560  83.94235  26.4  -49.5
34920  81.89317  26.63999  86.1001
35280  86.06542  26.54999  511.0999
35640  83.40015  27.12  88.19995
36000  83.53747  25.54001  -46.1001
36360  80.43203  26.59  42.8999
36720  78.75812  26.81  644.6001
37080  81.24068  27.29001  142
37440  80.73966  27.23001  -71.59985
37800  78.11491  27.81  104.8
38160  79.88313  27.57999  871.8999
38520  81.60773  27.88999  161.5
38880  84.68308  28.11002  -67.80005
39240  83.40429  28.12  109
39600  83.06586  28.18  881.8
39960  81.57441  28.23999  181
40320  84.44367  28.21  -75.6001
40680  84.31352  28.06998  106.8999
41040  88.78706  27.93  884.2
41400  79.22945  28.48999  188.3999
41760  84.52953  27.79999  -63.69995
42120  81.30129  27.79001  108.7
42480  86.05762  28.00998  877.8
42840  77.9913  28.5  188.8
43200  82.44221  27.48999  -69.5
43560  84.03485  27.34  103.3
43920  86.12585  27.68  854.5999
44280  81.43256  27.50998  181.5999
44640  82.53916  26.87998  -73.1001
45000  83.45224  27.12998  102
45360  80.98132  27.31998  873.4001
45720  82.71833  26.71  176.7
46080  85.71688  26.98001  -70
46440  84.60027  27.17002  105.2998
46800  88.5873  27.36002  872.3
47160  83.86285  27.69999  187.2998
47520  88.41479  26.86002  -52.80005
47880  85.67162  26.54999  21.30005
48240  91.32144  25.23999  481.6001
48600  85.29159  25.54001  71
48960  85.65519  24.65  -34.19995
49320  82.78306  24.69999  -4
49680  81.28674  24.15  153.3
50040  73.87534  25.21  55.3999
50400  74.99535  24.50998  -39.80005
50760  71.83385  24.04999  64.2998
51120  72.0953  24.48999  804.8999
51480  76.2121  25.12998  132.5999
51840  74.81464  24.29999  -70.40015
52200  74.7612  24.31  -1.699951
52560  84.17452  23.07999  195.5999
52920  83.44092  24.00998  31
53280  83.33296  23.50998  -52.80005
53640  82.01589  24.01999  30.59985
54000  85.25471  23.67002  536.7
54360  84.34335  24.81  147.3999
54720  84.18175  23.81998  -75.90015
55080  80.27128  24.92002  83.2998
55440  78.66341  24.81  836.2
55800  80.96189  26.12  157.7998
56160  82.73876  25.63999  -73.80005
56520  77.24543  25.71  82.40015
56880  81.7169  25.23999  836
57240  82.91908  25.62  156.8
57600  78.58521  25.98999  -59.3999
57960  78.64288  26.36002  60.30005
58320  79.96412  26.54999  819.7
58680  84.7477  26.75998  161.4001
59040  87.10424  27.32999  -56.69995
59400  88.04013  27.50998  44.59985
59760  87.10647  27.76999  729.6001
60120  87.55437  27.75998  174.8
60480  87.36491  27.57999  -29.09985
60840  85.85053  27.46  25.80005
61200  87.35864  27.18  618.2998
61560  84.58083  26.67002  104.1001
61920  80.33994  25.23999  -34.69995
62280  78.93103  24.56998  24.69995
62640  81.52139  23.9  533.3999
63000  78.2817  24.61002  100.8999
63360  77.68071  23.76999  -51
63720  74.92013  24.62  48.90015
64080  68.78448  24.48999  624.1001
64440  74.06832  25.01999  110.3
64800  74.98275  24.19999  -54.80005
65160  71.82061  24.48999  34.59985
65520  81.03212  24.73999  434
65880  81.12608  25.56  42.19995
66240  83.20305  24.87998  -37.6001
66600  84.674  25.07999  48.5
66960  90.82829  24.9  308.2
67320  92.49285  25.36002  46.19995
67680  95.29094  25.11002  -26.8999
68040  96.37231  25.23999  32.30005
68400  96.24618  25.12  355.3
68760  92.69632  25.73999  62.1001
69120  88.36441  25.98001  -37
69480  87.75817  25.86002  59.1001
69840  86.0957  25.94999  533.5
70200  87.59078  26.56  127
70560  85.83208  26.68  -51.5
70920  83.87454  27.04001  57.19995
71280  87.45389  27.12  704
71640  84.64729  27.38999  145.3
72000  88.35571  26.59  -47.3999
72360  85.37573  27.00998  87.90015
72720  84.9994  26.48001  528.7
73080  84.67113  26.12  57.5
73440  86.32858  25.54999  -34.69995
73800  83.93993  25.56998  -2.5
74160  85.5054  25.59  420.8
74520  87.46879  26  37.6001
74880  88.94673  26.04999  -28
75240  90.31598  26.56998  26.1001
75600  88.09383  25.9  256.2
75960  87.53733  26.73999  51.2998
76320  85.7117  26.37  -41.80005
76680  86.48901  26.79999  32
77040  86.60773  27.38999  554.3999
77400  85.89125  27.62  65
77760  84.95415  27.59  -50.5
78120  83.78157  27.79999  46.59985
78480  82.93105  28.23999  446.1001
78840  82.89011  28.21  104.8999
79200  85.05597  27.68  -25.19995
79560  82.74195  27.75998  13.69995
79920  87.42542  27.26999  425.3999
80280  89.54816  26.92002  85.49976
80640  82.44199  26.48999  -24.1001
81000  85.01034  26.38999  32.8999
81360  92.88583  24.61002  506.6001
81720  91.01946  24.73001  97
82080  90.81457  24.44999  -34.80005
82440  82.63862  25.44999  -8.5
82800  82.89474  25.54001  318.6001
83160  91.76213  24.92002  90.19995
83520  91.89516  25.23001  -26.80005
83880  90.29295  25.38999  28.30005
84240  94.4511  24.82999  215.8999
84600  91.84647  25.23999  26.8999
84960  92.80463  25.37  -29.5
85320  89.50143  25.71  27.7002
85680  93.27181  24.92002  408.8
86040  91.31003  25.32999  51.69995
86400  95.01279  25.06  -27.80005
86760  87.81105  26.04999  44.3999
87120  86.26448  25.29001  521.6001
87480  88.18872  25.61002  87.1001
87840  86.52643  25.62  -36.69995
88200  86.6257  26.12  29.1001
88560  87.57078  25.50998  363
88920  83.95502  26.32999  28.6001
89280  84.23639  26.26999  -41.5
89640  83.80897  26.62  23.30005
90000  85.8324  26.48999  485.2
90360  87.48825  27.06  78.5
90720  85.69707  27.11002  -40
91080  86.17035  26.88999  20.8999
91440  83.629  26.68  446.0999
91800  83.18448  26.81  77.69995
92160  85.24118  26.63999  -55.3999
92520  85.96497  27.04001  69.5
92880  88.05094  26.57999  719.3
93240  85.58149  27.06  120.7
93600  85.40816  27.04999  -47.69995
93960  83.1092  27.04999  47.3999
94320  88.00948  26.96  498
94680  86.10291  27.29999  73.5
95040  86.46834  27.09  -46.80005
95400  83.80454  27.29999  74.2998
95760  88.00876  26.96  736.6001
96120  86.54495  27.54999  127.3
96480  85.97798  27.23001  -37.5
96840  86.7438  27.06  34.6001
97200  89.21337  27.09  354.8999
97560  90.96343  27.06  103.2
97920  86.85735  26.31  -37.80005
98280  90.50139  25.88999  28.69995
98640  93.35543  24.88999  330.3
99000  91.65276  24.92002  58.5
99360  90.10001  24.69999  -35.69995
99720  88.50709  24.81998  30.30005
100080  88.2326  24.73999  491.3
100440  88.62258  25.13999  79.90015
100800  87.4338  25.12  -35
101160  84.86935  25.50998  30.1001
101520  84.93649  26.25998  445
101880  86.71838  26.36002  110.4001
102240  85.62284  26.48001  -45
102600  83.979  27.17002  55.69995
102960  87.5512  27.38999  619.1001
103320  86.89657  27.07999  45.30005
103680  84.98457  27.44999  -32.59985
104040  87.25314  27.15  43.80005
104400  86.77083  26.59  409.3
104760  85.3679  26.87  53.6001
105120  86.02087  26.68  -25.3999
105480  85.22784  26.4  8.5
105840  88.18714  25.50998  266.8
106200  84.81907  25.93  43.40015
106560  86.27402  25.63999  -36.69995
106920  84.14037  26.11002  29.80005
107280  84.71828  25.79001  571.4001
107640  84.52607  26.06  79.7002
108000  85.87247  25.86002  -60.19995
108360  85.39861  26.19999  36.5
108720  83.87486  26.69999  601.2
109080  85.92767  26.68  62
109440  88.06867  26.54999  -27.80005
109800  86.4629  26.84  20.19995
110160  85.98335  26.19999  447
110520  85.8839  27.04999  56.09985
110880  87.57222  27.48999  -33.80005
111240  87.13783  27.04001  21.7998
111600  83.72255  27.29999  520.4001
111960  81.70792  27.32999  93.19995
112320  85.22644  26.00998  -52.69995
112680  80.21706  26.25998  49.69995
113040  80.06346  25.56  603.8999
113400  78.37758  25.71  64.3999
113760  78.81892  25.25998  -56.19995
114120  80.55628  25.18  5.800049
114480  84.40472  24.26999  301
114840  76.75976  25.06  71.5
115200  74.64172  24.94999  -52.1001
115560  70.63531  24.82999  15.19995
115920  73.29804  23.94999  346
116280  74.67339  25.04999  21.30005
116640  73.12868  24.50998  -55.5
117000  72.35591  25.56998  20.1001
117360  76.35978  25.73999  435.3
117720  77.55272  26.50998  76.69995
118080  79.62023  25.54999  -37.3999
118440  79.465  25.63999  17.19995
118800  81.51583  24.88999  431.4001
119160  84.32976  25.87  79.6001
119520  83.64291  25.88999  -70.8999
119880  81.48531  26.19999  44.80005
120240  80.86784  26.17002  712.2
120600  85.19293  26.62  87.1001
120960  83.9942  25.48001  -61.69995
121320  81.82012  25.32999  54.30005
121680  83.6483  24.46  411
122040  86.86012  24.48001  25.1001
122400  86.95393  24.48001  -30.30005
122760  87.53728  23.98001  9.300049
123120  90.32198  23.54999  320.6001
123480  91.14601  23.42002  12.69995
123840  87.73396  23.62  -36.30005
124200  88.08967  24.09  34.40015
124560  89.47855  23.79999  293.3
124920  88.40501  23.57999  -4.899902
125280  91.65253  23.07999  -36.5
125640  88.29645  23.75998  8.199951
126000  84.7408  23.17002  529.9001
126360  82.74918  23.81  58.19995
126720  82.09104  23.79999  -84.09985
127080  75.7141  24.44999  39.6001
127440  76.25816  23.54999  659.8999
127800  78.42667  23.98999  25.7002
128160  74.73051  23.04001  -81.19995
128520  72.56585  23.59  18.30005
128880  73.99226  23.37  520.6997
129240  77.91338  24.01999  41.19995
129600  74.53081  24.42002  -36.5
129960  75.16551  24.44999  2.799805
130320  74.40829  24.48001  499.9001
130680  75.12856  24.65  67.6001
131040  75.07844  23.79999  -70.3999
131400  74.70804  24.25998  19
131760  76.46703  24.00998  678.8
132120  80.40083  24.43  53.2002
132480  81.37563  24.43  -75
132840  81.51006  24.79999  35
133200  82.37172  24.87998  689.5
133560  83.46382  25.43  52.69995
133920  85.44971  25.38999  -70.80005
134280  83.15759  25.56998  30.80005
134640  84.76295  25.19999  677.7998
135000  83.89608  25.75998  61.3999
135360  86.04036  25.65  -61.5
135720  86.27207  26.21  28
136080  83.45589  26.98999  543.1001
136440  88.06953  26.82999  67.19995
136800  91.55115  25.87  -15.5
137160  89.94215  25.75998  15.30005
137520  91.86472  25.07999  226.2
137880  92.0146  25.18  33
138240  93.13556  25.15  -21.1001
138600  91.79385  25.81998  31.80005
138960  91.66949  26.07999  449.1001
139320  90.94718  26.17002  55.80005
139680  90.43198  26.04001  -27.8999
140040  89.52541  25.96  18.7002
140400  92.75256  25.04999  360.3999
140760  94.5309  24.34  30.3999
141120  93.43547  23.98001  -31.30005
141480  93.09573  23.93  11.2998
141840  92.05342  23.29999  286.3999
142200  87.36189  24.51999  13.1001
142560  86.24503  24.54001  -48.5
142920  86.6804  24.29999  13.3999
143280  88.91801  23.94999  392.8999
143640  86.51215  24.5  37.5
144000  86.57681  24.44999  -44.3999
144360  80.28837  24.88999  34.5
144720  86.64835  24.43  572.4001
145080  85.45212  24.48001  37.40015
145440  84.27027  24.21  -72
145800  79.87018  25.06  15.1001
146160  78.83613  24.61002  589.1001
146520  81.82794  25.31  37.6001
146880  81.78586  25.29999  -35.30005
147240  81.09066  25.79999  25.8999
147600  82.28859  25.56998  628.2
147960  82.96191  25.96  40.7998
148320  78.9332  25.68  -58.30005
148680  78.67841  26.17002  3.300049
149040  80.28526  25.48999  220.5999
149400  83.96246  26.17002  11.19995
149760  83.20953  25.54999  -56.5
150120  80.69183  25.73001  27.19995
150480  81.28828  25.87998  524.0002
150840  83.15887  25.87  40.30005
151200  84.21394  25.37  -63.19995
151560  81.40387  25.57999  23.7002
151920  80.50952  25.71  573
152280  80.9469  26.37  46.6001
152640  84.33709  25.92002  -45.19995
153000  82.74236  25.68998  30.19995
153360  79.8519  25.06  382.8
153720  76.44473  25.25998  32.69995
154080  78.87618  25.09  -51.1001
154440  83.19877  24.92002  13.69995
154800  85.50571  24.11002  373.4001
155160  81.88929  25.31  24.6001
155520  82.50671  24.94999  -62.19995
155880  80.56665  25.00998  28.80005
156240  75.11355  24.92002  614.5002
156600  70.15838  25.04999  14.5
156960  79.20875  24.98999  -81.19995
157320  74.65456  25.11002  4.199951
157680  77.04001  26.12  613.7
158040  78.67142  26.31  21.8999
158400  77.20155  26.12  -77.80005
158760  72.43989  25.81998  13.19995
159120  67.3569  25.61002  454.7
159480  76.14669  26.04999  -4.600098
159840  80.22383  25.87  -22.30005
160200  82.44207  25.94999  -4.300049
160560  90.61359  24.59  231.3
160920  91.09553  24.54999  27.5
161280  90.44099  24.50998  -31.8999
161640  91.51048  24.29999  22
162000  91.89941  24.25  252.9001
162360  89.02994  25.01999  9.5
162720  86.98773  25.13999  -31.30005
163080  87.49229  25.67002  -10.19995
163440  87.63598  25.43  282.8
163800  87.45075  25.61002  15.30005
164160  87.55903  25.62  -31.5
164520  86.05701  25.87  17.59985
164880  88.3112  25.67002  374.9001
165240  87.68421  26.07999  -1.200195
165600  87.45534  26.04001  -34
165960  87.11722  25.94999  12.8999
166320  88.39703  24.94999  350.2
166680  88.36087  25.71  12.69995
167040  86.94143  26.07999  -38.1001
167400  85.56479  25.87  10.6001
167760  86.59743  26.04001  519.6001
168120  86.75164  26.17002  27.5
168480  86.72227  26.38999  -30.19995
168840  84.90503  26.13999  11.8999
169200  86.02129  26.34  318
169560  83.80586  25.69999  -1.899902
169920  88.36503  23.9  -30.80005
170280  85.61207  23.71  -1.199951
170640  80.36451  23.73001  425.3
171000  77.75185  23.98999  8.099854
171360  75.51055  23.51999  -62.30005
171720  72.73463  23.56  5.699951
172080  75.41074  23.01999  553.6001
172440  80.83617  23.88999  10.90015
172800  79.94338  24.11002  -53.69995
173160  79.67844  24.75998  5.800049
173520  77.78868  24.46  520.4001
173880  77.09155  24.67002  15.40015
174240  76.13097  24.98999  -27.5
174600  80.25762  24.73999  -6.799805
174960  82.03532  24.76999  183.7
175320  82.15568  25.23999  -3.5
175680  85.91518  25.86002  -26.5
176040  86.87139  25.79999  12.5
176400  84.89403  25.12998  528.3
176760  87.30599  25.73001  21.09985
177120  88.48499  25.88999  -54.40015
177480  87.78953  26.04999  20.99976
177840  90.03673  25.87  559.0002
178200  88.43793  25.73001  15.5
178560  87.61987  25.73999  -67.3999
178920  85.37577  25.56  9
179280  84.55368  25.71  549.8
179640  84.19928  25.54999  8.100098
180000  83.27921  25.31  -74.09985
180360  81.82555  25.32999  2.900146
180720  85.41328  25.98001  534
181080  85.42876  25.92002  18.5
181440  87.07616  25.43998  -37.19995
181800  87.92602  24.01999  5.699951
182160  88.17584  23.10001  260.8
182520  81.26592  23.38999  0
182880  80.44352  23.00998  -40
183240  75.05444  23.36002  3.699951
183600  70.98214  22.65  417.1001
183960  71.07223  23.48999  -7
184320  69.67457  22.54001  -50.19995
184680  68.11571  22.12  -1.899902
185040  70.50161  22.25998  414.1001
185400  74.38859  23.23999  1.699951
185760  84.63625  22.56  -47.30005
186120  83.70942  23.93  0.8000488
186480  81.70934  24.63999  393.8
186840  81.65807  25.42002  0.09985352
187200  82.20876  25.65  -57.5
187560  84.0302  26.04999  10.19995
187920  84.3492  25.98001  309.5
188280  84.4356  26.17002  0.6000977
188640  86.49685  26.37  -36.8999
189000  86.84916  26.12  3.5
189360  86.84291  25.29999  334.0999
189720  88.50629  24.79999  -3.5
190080  90.95898  24.07999  -29.80005
190440  88.86983  24.51999  -11.80005
190800  91.4463  24.06  208.3
191160  87.6701  24.21  -11.69995
191520  87.47655  24.48001  -35.80005
191880  88.96925  24.93  -1.599854
192240  90.57636  24.23999  218.8
192600  88.94524  23.98999  -4.600098
192960  93.87924  22.9  -33.80005
193320  90.69939  23.25998  -14.6001
193680  93.56645  22.29999  224.8999
194040  89.62315  23.00998  -6.100098
194400  91.84843  22.63999  -37
194760  90.13837  22.76999  -11
195120  88.59358  22.18  198.3999
195480  87.88635  22.63999  -19.2002
195840  84.31189  22.81  -38.80005
196200  83.16873  23.25998  3.699951
196560  86.36603  22.36002  285.5
196920  87.17265  22.94999  -3.300049
197280  88.11721  22.96  -35.69995
197640  85.88364  23.04001  -18.3999
198000  85.85712  22.48001  164.3999
198360  88.92831  22.68  -27.5
198720  90.53906  23.04999  -34.69995
199080  88.19518  23.75998  -3.800049
199440  85.19173  23.82999  221.7
199800  83.33105  24.54999  -19.3999
200160  88.7207  23.62  -33.40015
200520  85.59539  24.38999  8.099854
200880  85.08603  23.87998  303.7
201240  83.31049  24.04999  -19.8999
201600  85.54661  23.23999  -58.3999
201960  84.06448  23.44999  0.6999512
202320  84.17336  23.18  477.4001
202680  80.38923  23.54001  -7.599854
203040  82.52272  23.73001  -68.69995
203400  83.81569  23.54001  -14.19995
203760  81.04792  23.67002  493.5
204120  82.18967  23.93  -10
204480  81.93856  24.04001  -72.3999
204840  81.33379  24.07999  -18.19995
205200  81.32405  23.87998  320.9001
205560  84.58949  24.13999  3.500244
205920  82.33044  22.92002  -35.19995
206280  85.34117  22.44999  -2.199951
206640  84.48135  22.94999  95
207000  84.19756  23.93  -7.199951
207360  80.19528  22.46  -41.8999
207720  76.46799  21.73001  -24.5
208080  78.37837  21.81  358.5999
208440  83.15192  22.63999  -11.30005
208800  84.80147  22.07999  -43.19995
209160  83.69331  22.46  -4.399902
209520  83.04396  21.48999  424.8999
209880  82.31749  22.38999  -13.80005
210240  84.3542  22.32999  -60.5
210600  79.97846  22.62  -20.6001
210960  80.31274  23.19999  402.1001
211320  81.13503  23.82999  -17.90015
211680  83.03667  24.34  -81.19995
212040  83.21738  24.68  -19.3999
212400  83.44903  24.43  399.5
212760  84.36652  24.79999  0.3000488
213120  79.60753  24.15  -29.69995
213480  83.29621  23.51999  -4.5
213840  87.10801  22.54999  287.3999
214200  83.10258  23.04999  -1.300049
214560  87.14285  22.56  -28.19995
214920  83.80618  23.73001  -9.100098
215280  88.40157  23.23001  93.80005
215640  90.66162  23.43  -6.600098
216000  86.22971  24.75998  -26.6001
216360  81.85458  25.00998  5.199951
216720  85.26137  24.56  335.3999
217080  87.60333  24.68  3.599854
217440  85.46378  23.93  -26.30005
217800  89.37737  23.63999  -5.900146
218160  92.41969  22.73001  140.2
218520  88.37363  23.73001  -5.300049
218880  95.46484  23.12998  -20.90015
219240  99.44129  22.57999  -11.5
219600  97.93472  21.56998  81.6001
219960  90.1468  22.61002  -14.8999
220320  93.03676  22.04999  -28.80005
220680  95.5638  22.50998  -15.3999
221040  100.7778  20.75998  143.5
221400  95.19524  21.12  -19.1001
221760  87.24473  21.23001  -42
222120  79.69202  21.29999  -17.19995
222480  70.40585  20.88999  277.5
222840  70.4157  21.44999  -13
223200  73.98999  21.36002  -44
223560  75.09068  21.68  -14.80005
223920  79.61651  20.65  235.8
224280  78.73078  21.65  -11.5
224640  79.42807  21.92002  -46.69995
225000  74.06148  22.48001  -16.3999
225360  80.31422  21.98001  258.2
225720  77.27232  22.79001  -15
226080  75.93082  23.48999  -44.30005
226440  76.26685  24.06  -7.799805
226800  74.33047  23.73001  355.5
227160  74.97582  23.93998  -16.69995
227520  76.81139  24.00998  -79.5
227880  78.81705  23.56998  -24.69995
228240  76.39276  23.01999  446.8
228600  79.03655  22.71  -24.3999
228960  78.79156  22.04001  -93.5
229320  81.88091  21.87  -35.8999
229680  86.14938  21.37  428.3999
230040  83.1527  22.04001  -25.40015
230400  78.42538  22.76999  -71.6001
230760  77.51027  23.29999  -29.30005
231120  78.99451  22.92002  353.2002
231480  81.03121  23.94999  -3.800049
231840  82.83077  24.13999  -37
232200  84.3668  24.54999  -3.300049
232560  85.57598  24.29001  288.7
232920  85.59872  24.32999  -8.800049
233280  85.49034  24.42002  -64.90015
233640  85.28982  24.51999  -11.1001
234000  86.58481  24.4  286.5
234360  84.32321  25.04001  -5.699951
234720  86.04438  24.59  -68
235080  86.54985  24.31998  -16.40015
235440  86.20026  24.62  455.8
235800  86.83067  24.54999  -12.2998
236160  85.395  24.71  -69.19995
236520  86.96066  24.34  -16.69995
236880  87.35911  24.56  383.7
237240  86.4252  24.63999  -10.30005
237600  86.84853  24.79001  -59
237960  85.50063  24.57999  -14.80005
238320  85.9585  24.44999  452.7
238680  85.64439  24.36002  -13.1001
239040  85.67407  24.12  -75.30005
239400  85.06248  23.93998  -25.90015
239760  87.47282  24.01999  448.8999
240120  83.96509  24.06  -15.90015
240480  79.83804  23.71  -79.30005
240840  80.21494  23.63999  -29
241200  78.72741  22.68  442.7
241560  81.85938  22.94999  -25.1001
241920  79.50948  22.98001  -79.6001
242280  80.24405  23.25998  -25.50024
242640  81.6248  22.84  355.8
243000  82.45795  23.26999  -16.8999
243360  83.28635  23.69999  -72.8999
243720  82.92538  23.56  -18.19995
244080  78.40324  24.17002  430.6997
244440  81.4268  24.25998  -18
244800  81.64938  23.98999  -66.1001
245160  79.49538  23.54999  -21.80005
245520  78.53127  22.59  382.3
245880  79.67854  22.29999  -21.30005
246240  78.15505  21.79999  -76.69995
246600  79.03323  22.00998  -28.7002
246960  78.98177  20.96  426.7
247320  79.34315  22.32999  -18.3999
247680  82.59361  22.13999  -84.8999
248040  82.50037  22.29999  -29.09985
248400  81.14519  22.09  293.5
248760  83.88808  22.84  -26.5
249120  82.44891  23.43  -70.09985
249480  81.5149  23.21  -18.69995
249840  79.87064  23.51999  429
250200  80.19496  23.86002  -9.799805
250560  81.66561  23.81  -76.3999
250920  81.0057  23.43  -28
251280  80.74113  24.04999  452.2002
251640  80.42645  23.94999  -29.2998
252000  79.74236  23.98001  -91.19995
252360  80.98129  23.87  -28.8999
252720  80.91285  24.26999  440
253080  77.63911  24.62  -19.49976
253440  79.30896  24.71  -86
253800  80.3273  24.19999  -31.6001
254160  81.6869  24.01999  447
254520  81.26431  23.56  16.90015
254880  86.59141  22.61002  -20.69995
255240  91.36094  22.48999  -3.600098
255600  94.45712  21.62  136
255960  94.64568  21.48001  -17.3999
256320  86.38928  22.9  -45.8999
256680  87.17392  23.46  -15.30005
257040  88.40061  23.29999  453.5002
257400  87.97954  23.94999  -9.599854
257760  87.1661  24.29999  -69.19995
258120  84.54066  24.23999  -16.8999
258480  85.22163  24.07999  460.3
258840  84.24126  24.43  -9.400146
259200  86.17603  24.09  -75.30005
259560  85.01828  23.96  -24.7998
259920  79.51551  24.48001  459.5
260280  77.72562  24.98001  -9.800049
260640  80.46228  24.56  -76.6001
261000  81.59009  24.00998  -25.5
261360  83.24806  23.73999  437.5
261720  83.82093  23.31998  13.8999
262080  87.15225  21.71  -30
262440  88.08202  22.04001  -17.5
262800  86.38662  22.92002  255.3999
263160  78.54396  24.98999  -3.699951
263520  79.3296  24.29999  -50.3999
263880  79.72702  24.18998  -7.100098
264240  80.92528  24.44999  139.2
264600  80.43549  24.36002  8.199951
264960  83.51618  22.38999  -20.80005
265320  86.4985  20.85001  -18
265680  86.67935  19.86002  211.9001
266040  85.72137  20.75998  -8.099854
266400  93.25558  19.32999  -41.59985
266760  88.52772  19.62998  -29.69995
267120  89.24001  18.62  84.69995
267480  82.76672  18.71  -34.3999
267840  71.05679  17.68998  -65.80005
268200  72.85723  18.34  -61.1001
268560  76.63332  18.13999  317.8
268920  71.00483  20.00998  -19.1001
269280  81.52659  17.92002  -58.5
269640  81.15028  18.98999  -34.30005
270000  88.97104  17.19999  299.2998
270360  80.54118  18.62  -23.09985
270720  79.96716  17.63999  -90.5
271080  70.78596  19.12998  -59.80005
271440  76.40735  17.73001  401.3
271800  71.99785  19.73999  7.599854
272160  77.84943  20.32999  -33.90015
272520  77.2885  20.73001  -6.300049
272880  73.8368  20.96  290.2
273240  71.9199  22.32999  9.5
273600  81.66566  20.9  -27.80005
273960  75.12236  21.25998  8.099854
274320  71.27937  21.79999  396.7
274680  73.87849  22.92002  3.599854
275040  73.66336  22.56  -84.30005
275400  75.49617  22.25998  -32.69995
275760  75.30676  21.98001  432.7998
276120  63.68315  21.75998  -28.19995
276480  66.18846  22.19999  -106
276840  63.72061  21.79999  -53.2002
277200  69.62623  21.25998  448.3999
277560  72.26954  21.73999  -31.5
277920  76.258  21.73001  -97.5
278280  79.15888  21.71  -40.6001
278640  77.14671  21.44999  463.8999
279000  78.31767  22.23999  -16.90015
279360  82.55109  22.09  -83.5
279720  80.10708  21.84  -35.80005
280080  78.13333  21.18  393
280440  81.70255  21.63999  -13.69995
280800  80.91704  21.06998  -28.69995
281160  89.86782  20.04999  -10.1001
281520  96.71829  19.32999  136.2
281880  94.95793  19.67002  -7.699951
282240  98.25989  18.93  -33.3999
282600  91.42834  19.50998  -0.6000977
282960  76.41425  17.88999  289.5
283320  66.87402  19.73001  -37.7998
283680  69.7056  19.60001  -87.5
284040  74.94352  19.13999  -20.09985
284400  87.27362  18.48001  250.5999
284760  89.48715  19.63999  -2.900146
285120  88.25785  19.31998  -40.80005
285480  83.48215  19.68  -13.19995
285840  82.06406  19.38999  317.8999
